movie_id,movie_name,created_at,top5pos,top5neg
49471.0,Get on the Bus,1991.0,"I love a film that engages my mind.; Another is an intense confrontation between Gary and Jamal about street 
violence, a topic that has a deep, personal meaning for each of them.; It is an
astonishing feat from a filmmaker's perspective and an effective technique
for anyone watching.; Some get better exposure than others -- 
most notably those of Gary, the light-skinned cop; Jeremiah, the quiet 
man with a poignant past; and the handcuffed father-and-son tandem.; Artificial 
plot devices don't divert our attention from the strong, heartfelt 
performances.","Even Randy Quaid drops by in one scene playing the cliched racist
southern police officer.; Pop quiz,
Hotshot:  you've got a movie about a bus, loaded with black male
stereotypes and rigged to make the viewer fall asleep no matter how fast
it goes.; It is rated R for the some bad
language.; The melodramatic ending, which includes a sermon on unity, is 
excessively manipulative.; Neither Lee nor screenwriter Reggie Rock Bythewood crafts 
more than one or two well-realized personalities."
49474.0,Go Now,1995.0,"With ""Go
Now,"" Michael Winterbottom--whose ""Welcome to Sarajevo""
was one of last year's trenchant dramas of the tragedies of
war--displays his skill at evoking humor out of the most
wrenching circumstances.; Wrenching, passionate, and unforgettable, GO NOW=20
hardly makes a misstep from beginning to end.; Wrenching, passionate, and unforgettable, GO NOW 
hardly makes a misstep from beginning to end.; The chemistry between Carlyle and Aubrey is palpable,
Juliet Aubrey demonstrating the necessary working-class
roughness while Carlyle persuasively defines Nick's increasing
vulnerability.; Robert Carlyle, who was good=20
in RIFF-RAFF and TRAINSPOTTING, is amazing here, using body language,=20
facial expressions, and vocal intonations to convey his character's=20
experience to the audience.","They're caught between walking on eggshells and trying too 
hard to make it seem like he's still just ""one of the guys.""; They're caught between walking on eggshells and trying too=20
hard to make it seem like he's still just ""one of the guys.""; The film's repetitiveness is distracting, particularly in
exhibiting a soccer coach's diatribes to a frequently inept
team and one character's insistence on feeding the same,
self-defeating line to women he is trying to bed.; Nick goes for tests and is 
diagnosed to have MS.  GO NOW doesn't use a didactic, ""movie of the 
week"" approach to the subject.; For her part, Karen loves Nick dearly, but=20
his moodiness threatens to drive her into the arms of another man, if=20
only for a brief respite from Nick's rancor."
49584.0,Strange Planet,2001.0,"Karvan is solid as the ambitious Judy, and has probably
the best developed role.; Judy (Claudia Karvan, from
Paperback Hero, etc), Alice (Naomi Watts) and Sally (Alice Garner,
from Love And Other Catastrophes, etc) are school mates who share a
flat together in Sydney.; Croghan has re-assembled some of the key technical personnel from Love
And Other Catastrophes, including cinematographer Justin Bickle and
editor Ken Sallows, to give the film a cohesive look and fluid style.; Williamson provides most of the humour as
the desperate and dateless Neil, whose attempts to find the perfect
partner eventually lead him to a computer dating agency.; They all decide that they will find true love and
happiness before the end of the new year.","In spanning six characters and twelve months, the narrative
becomes episodic and lacks focus.; Despite an undeniably slick visual quality,
the film lacks energy and plods along.; The writing lacks the same smart
style and hip humour that gave her first film its winning spark.; Written by Croghan and regular collaborator Stavros Kazantzidis,
Strange Planet is somewhat flat, disjointed and predictable.; However she is only moderately successful in recapturing the same
freshness and vitality."
49588.0,Trick,1999.0,"The developing
relationshp between Gabriel and Mark works the way all good romantic
relationships work, exploring the way people discover surprisingly
wonderful things about each other when they least expect it.; Not only does ""Trick"" 
thoroughly entertain in the context of this genre, but it also stands as 
being the most uplifting and romantic love story of the year, thanks to the 
extremely likable and innocent lug of a main character and the crisp, funny 
screenplay by Jason Schafer.; The performances from all three leads, as well as many of the supporting 
actors, are well worth noting.; But they get foiled time and again, in often comic 
ways.; As the  mini-Odyssey proceeds among the night-life clubs and 
activities of gays, there are several asides, parentheses, 
interruptions and characters, several of those quite entertaining.","The subject is not really terribly interesting, nor would it be in a 
non-gay film.; Anyone attending ""Trick"" hoping for steamy sex scenes is in for a
disappointment.; It has a predictable romance.; Midway through the
film, the guys run into a tactless, overbearing drag queen who looks a
lot like a ravaged version of Spelling.; Unfortunately, he is also a walking doormat."
49599.0,Climax,2000.0,"Reportedly based on surreptitious recordings of other people's party
conversations over nearly 10 years the film has a vaguely anachronistic
feeling... almost like it's based on surreptitious recordings of other
people's party conversations over nearly 10 years.; Please direct comments/criticisms of the review to relevant newsgroups.","Still, watching the jerks and the geeks collide over Dr. Who nostalgia
is enough fun to merit sitting through its short running time, though
its utter lack of structure may have you wishing you'd opted to spend
the night at a swanky club instead of swilling from the keg in some
guy's garage.; Sounds like a party to me, but a movie it really doesn't make.; And not to nitpick,
but never have I seen so much production equipment (namely lights)
caught on camera.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
49645.0,Ayn Rand: A Sense of Life,1999.0,"You
can't compare her simple convictions with those of
Kierkegaard or Sorenson.""; ""Ayn Rand: A Sense of Life,"" is not unusual for its genre.; It follows
a chronological organization, beginning with the subject's birth
in 1905 in St. Petersburg, her voyage to America on a six-
months' visa (which she parlayed into American citizenship
courtesy of her marriage to actor Frank O'Connor), her
meeting with DeMille, which provided her with the funds
needed to survive, and her 1936 Broadway success ""Night of
January 16th,"" which enabled her to give up her days jobs
and devote her time to writing.; The
human being exists for his own happiness, and not for the
pleasure of others.; After all, she admits several times during this long,
well-edited documentary, that selfishness is the highest good!","In a film of this length, Mr. Paxton would have done better
to spend more time with Gary Cooper, Patricia Neal,
Raymond Massey and Kent Smith.; While considerable time has obviously been spent in
organizing the material, little is particularly original or
groundbreaking in the structure of this documentary.; To gain more than a
bumper-sticker impression of the woman, you'd want to read
a few of her novels, particularly her seminal work ""Atlas
Shrugged.""; This movie is only marginally
successful in grappling with her ideas and the controversy
that emanated from their circulation.; We're all too likely to
leave the theater with oversimplified views such as ""I don't go
for that woman: she's selfish"" or ""What's the big deal?"
49709.0,Kippur,1996.0,"Instead, Gitai paints ""Kippur"" with devastating images of what the 
war did to his country and his countrymen.; But though the middle part of ""Kippur"" is a chore 
to get through, the final act exhibits some fine filmmaking, as Gitai 
effectively shocks us out of our complacency.; Reviewed on September 
30th, 2001.; ""Kippur"" follows two Israeli soldiers, 
Weinraub (Levo) and Ruso (Russo), who become separated from their unit in 
the confusion following the incursion.; Screenplay by Gitai and Marie-Jose Sanselme.","With a running time of more than two 
hours, this does lend the movie an agonisingly repetitive feel, and it is 
unfortunate that Gitai does not develop better characters on which to hang 
the viewer's interest.; Synopsis: On the Jewish holy day of Yom Kippur in 1973, Egyptian and 
Syrian armies attacked Israel.; Officers are reduced 
to confused wretches, unable to differentiate the dead from the survivors.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
49728.0,Office Killer,1998.0,"*Office
Killer* makes a nice counterpart to *Denise Calls Up*, another movie in
which the reduction of personal contact thanks to technology is explored.; In *Office Killer*, Dorine
Douglas (Carol Kane) keeps a very different, more accurate necrology, one
created at her own hand.; The music by Evan Lurie is low-key but very
intense and sustains the film's edgy mood.; Ignored and
disliked by those who don't know her, she is chosen to be made part-time
and work at home via laptop, even though she knows more than most of the
young ne'er-do-wells at work.; It gets a lot less tongue-in-cheek as it goes on.","It's as if it's more annoying to have inconvenienced the work
routine, never mind that someone might actually be in trouble.; The worst-kept secret in my office is my *necrology*--a list of everyone
who has left the premises during my tenure of 3+ years.; The
screen credits slither over items you would find in an office by merely
projecting them via slides.; Dorine's murders are also extended to non-officemates; there is even a
corpse down there in the end that we never even see killed.; The biggest problem with *Office Killer* is that it gets very grisly."
49792.0,Queens Logic,1992.0,"I enjoyed it and I recommend it to people who like movies
about people and their relationships.; Tom Waits has an excellent small part as a
wonderfully strange shady character named Monty.; It's believable that these guys have been together for a
long time, and that the genuinely like each other.; This is the first thing I've
ever seen Mantegna do that I've really liked.; (The other things I've
seen him in were HOUSE OF GAMES, THINGS CHANGE, and THE GODFATHER PART
III.)","It's just a place, and not a very interesting one,
either.; The worst film in this genre that I can think of is ST. ELMO'S FIRE.; It's just not such an interesting place.; The screenplay could have been a little more carefully written.; The first one worked, the second
could have been taken out."
49798.0,Regeneration,1991.0,"Stuart Bunce plays Wilfred Owen, who is claimed to have produced 
some of the best poetry to come out of the war.; Sas mentors Owen, who 
is a fellow patient.; Siegfried Sassoon is not only a brave soldier
who proves himself twice in combat but a mentor to the most
famous British bard of World War I themes, Wilfred Owen
(Stuart Bunce), whom Sassoon advises to stop writing poetry
about love and instead to transcribe lyrics from his own war
experiences.; In the
more politically and philosophically interesting situation,
Siegfried Sassoon (James Wilby), an officer who received the
Iron Cross for bravery and one who is loved by his men, is
sent to the mental institution though he is perfectly sane.; The movie's visuals can be stunning.","Despite noble attempts by veteran actors Jonathan
Pryce, James Wilby and Jonny Lee Miller, their interplay lacks
chemistry, appearing more like a chit chat between friends
over afternoon tea.; One attack has the men slowly falling 
like toddlers lying down for a nap.; Jonny Lee Miller, as Billy Prior, comes mute to the hospital.; It is just that he thinks this one has become hopeless and is 
being needlessly prolonged.; Typical of these is Billy's reflection that a battle 
charge is just like sex, ""exciting and ridiculous."""
49922.0,Whatever Happened to Harold Smith?,2000.0,"is not great 
trash, but it is good trash.; Perhaps I'm exaggerating, but my point is an excellent one -- it was a very 
loud decade, but not as loud as recent pop culture is making it out to be.; I praise 
it.; "", a film chock-full of cheesy retro designs, brought a smile to my 
face.; Joanna is 
a strange girl, I think -- she's usually sweet, but has rash mood swings, 
getting angry at people out of the blue, or asking them provocative questions 
such as ""Are you a virgin?""","never seems bad, and comes across as 
more of a screw-loose send-up of bad movies.; In the case of this film, 
though, I'm going to be getting letters and emails asking how I could 
possibly defend such nonsense.; The plot threads eventually come together in a scene that doesn't have any 
thematic resonance at all, and exists only to get us tapping our toes to the 
Bee Gees' song ""Night Fever"".; If 
I've seen one, I've seen a dozen films and shows whose characters run around 
alive with the knowledge they're in The Seventies, squeeze the word ""groovy"" 
into almost every sentence, wear huge polyester garments and disco-dance at 
every given opportunity.; But somehow, for all its lack of sense, 
""Whatever Happened to Harold Smith?"""
49929.0,When Brendan Met Trudy,1998.0,"He unabashedly breaks out in a song
that is both joy and redemption.; As the story unfolds and more film references are
mentioned and shown, we begin to understand that our hero is a tormented
individual who is in desperate need of a change.; The soundtrack includes a great, eclectic bunch of
songs (one from Sebadoh, no less), and I can't convey how wonderful it is to
see a film set in Dublin where people are clean, have nice jobs and live in
nice homes.; Reportedly Doyle specifically asked Kieron Walsh to direct the project
(the two had worked together in television but Walsh had never directed a
feature film before).; They begin to
date and, after a series of disastrous encounters, they eventually fall for
each other and make sweet, sweet love.","It tries too hard
to be hip.; It tries too hard to be quirky.; There isn't a firm enough hand behind the
camera to control the bland script by Roddy Doyle.; ""When Brendan Met Trudy"" is a terribly uneven film which doesn't roar into
life until its final thirty minutes.; After ""The Commitments,"" ""The Snapper,"" and ""The Van,"" Roddy Doyle's ""When
Brendan Met Trudy"" is a real disappointment from the Irish novelist and
screenwriter."
49948.0,Fantasia/2000,1998.0,"So even if you aren't particularly interested in the
visuals, the music is still damn enjoyable (especially coming from the
state-of-the-art IMAX sound system).; Hilarious hijinks ensue, 
animated in a suitably simple style.; Igor
Stravinsky's Firebird Suite provides the ideal musical tone for the
segment, making it the best of the bunch.; Nice story telling, great
expression and fine musical timing.; FANTASIA/2000 introduces seven new visual
renderings of great compositions, wrapped around the return of Mickey
Mouse in Dukas' ""The Sorcerer's Apprentice.""","Another disappointing feature.; It was just a complete bore.; ""Fantasia 200"" lacks the freshness, the novelty of the original.; It looked absolutely dreadful compared to the rest of the film.; The rest
are an overly reverential bore."
49969.0,High Tide,1998.0,"Judy Davis is one of the best actresses around today, and her performance is
powerful.; The script by Laura Jones is
intelligent and pertinent, the woman director Gillian Armstrong (My Brilliant
Career) has made a nearly flawless film, and the three lead actresses draw out
their complicated characters in ways that touch the heart with the mark of
unbridled reality.; It took a chance
meeting to bring them back together and hopefully it will bring them closer
together and add more meaning to both their lives.; This is just a brilliant film, my only quibble with it is a minor one.; There are no easy answers given
here, what the film does best is concentrate on how this accidental meeting has
a devastating effect on all three lives and it does it in a fresh way.","When
mother and daughter drive away together, there was an unnecessary emotionally
charged scene showing the mother thinking of abandoning her child again as the
daughter sat alone in the restaurant.; Only a real stinker would have done that,
and we already determined she was more confused than she was an evil woman and
therefore we didn't need that scene to know how conflicted she was in having her
daughter with her.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion.; Lilli (Judy Davis) is one of a trio of backup singers for an Elvis impersonator
act, who all wear blonde mophead wigs and jump suits."
49980.0,Ladybird Ladybird,1998.0,"LADYBIRD, LADYBIRD tells the story of Maggie Conlon (played by
first time actress Crissy Rock--more on her amazing acting later).; Meanwhile, Maggie has met Jorge (Vladimir Vega), a rare ""good"" man.; Rock, a standup comic with no previous acting experience, is 
incredible.; As powerful and stinging a story as LADYBIRD, LADYBIRD is (and it's 
based on real events), it's the performance of Crissy Rock that makes the 
film work.; LADYBIRD, LADYBIRD is a shocking true story from England.","She is the worst defendant imaginable.; Loach's 
films (such as RIFF-RAFF and RAINING STONES) are always doped with social 
commentary, and this one is no different.; She is literally a walking
time bomb in the show, but one with a meantime to explosion of 30
seconds.; Rock is shaped like the Rock of Gibraltar and is about as good
looking.; Those disturbed by that 
picture are unlikely to feel comfortable during LADYBIRD--but comfort 
certainly isn't what the director was aiming for."
49981.0,Goodbye Lover,2000.0,"_Goodbye_Lover_ is a very enjoyable lark of an entertainment,
but the film's virtues are exactly what made it such hell to market--it's a
deliciously unpredictable thriller with a dark, very offbeat sense of
humor.; For
the most part, GOODBYE, LOVER's plot is solid all the way through, and
the twists are timely and unexpected.; Director Roland Joffe, who directed the great THE KILLING FIELDS and
the not-so-great THE SCARLET LETTER has taken a different route this
time around, with a film that is a lot of fun but doesn't provoke a
lot of thought.; He
keeps the tension taut, revealing only select pieces of the
deliciously intricate puzzle, one at a time, with credit going to the
superb lighting and camera work of Dante Spinotte
(""L.A.; Besides being erotic, Arquette is also wonderfully quirky.","DeGeneres is horrible and her character is even worse, a tough-talking
vulgar cop with a bad wardrobe and bad hair.; Every single word out of her mouth is
supposed to be racy and hip, but her incessant wisecracking is
poorly-written and merely stupid.; It's a mess.; And though Goodbye Lover is a
convoluted mess, it's not the worst movie I've ever seen that couldn't
be synopsized in two tightly-written paragraphs.; Patricia Arquette, consistently an endowed performer in such
difficult but intriguing indies like ""Lost Highway"" and ""Ed
Wood,"" comes across strikingly as a bad, bad girl while
Dermot Mulroney and Don Johnson fill the bill as brothers
whose only similarity is their affinity for plotting."
50008.0,RKO 281,2001.0,"Now we have the story
of Welles' s battle over ""Citizen Kane"" called ""RKO 281,"" a supremely
entertaining film with ball-of-fire performances and authentic period detail.; Minor carps overall, ""RKO 281"" is a splendid recreation of an era in Hollywood
not so different from today's - when big bucks and box-office revenues
accounted for more than artistic integrity.; His reigning ""Kane"" won its place in the AFI list in 1998 as the
greatest American film ever made.; I also like the moment when
Welles is inspired by Hearst's house or the puzzle pieces on the floor.; His film noir classic ""Touch of Evil"" was recently restored to the
director's original specifications and editing strategies, forty years after
the fact.","""RKO 281"" has many extraordinarily shot sequences, such as Hearst's dinner
party or the behind-the-scenes filming of ""Kane"" - at one point, a camera falls
off a crane as it is tracking in for a close-up!; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
50116.0,Simpatico,1992.0,"Things may not, however, be so simple this time.; Visit Online Film Critics Society at http://www.ofcs.org Mathew Warchus's Simpatico is a realistic story of long-term guilt, 
deflected love, and puzzling role-reversal.; I love a good thriller.; SIMPATICO is a very pretty film, and its
stars do as much as possible with their roles.; The acting is
solid, especially from Albert Finney (Washington Square), who plays a
former horse-racing official with a dirty past.","In fact, the movie doesn't even really
bother resolving anything regarding the secret, save for a few bogus
attempts by one of the original blackmailers to seek revenge on the others,
but even that doesn't really go anywhere.; Instead of crafting deft plot twists,
the film relies on random behavior and a confusing structure designed to
dole the story out in tiny bits over the entire running time.; Unfortunately for her fans, this film is just
another piece of dung to hang on the mantle of bad movie choices.; Lacking any sustained
momentum, the movie just ends.; Completely wasted in the picture is Albert Finney as the race
commissioner who long ago was set up by Carter and Company."
51043.0,Loch Ness,1996.0,"This is somewhat ameliorated by the beauty of
the Scottish tongue when Dr. Dempsey gets to Scotland.; The intense violin music by Trevor Jones is a romantic complement
to the lovely scenery.; As a travelogue that will make the Scottish Board of Tourism
proud, the movie is a success.; On the other hand, my son Jeffrey, age 7 1/2, gives the
film five thumbs up.; LOCH NESS is a joint UK and US production that has had staggered
openings all of Europe this year.","The prose by John Fusco (YOUNG GUNS) is
stilted and lifeless.; Ask your
neighbor to show you the slides from his last trip to Scotland and skip
this meaningless film.; The show
would be fine for kids of any age although I do not see why anyone
would bother.; He relies mainly on dumb
luck for his discoveries.; I want you to use state of the art equipment
to prove that it's not there."""
51228.0,Sound and Fury,1994.0,"The intriguing film should 
provoke strong emotions and raise excellent question regardless of the 
viewer's auditory ability.; He also sees that the independent and adaptive
world of the deaf is going to close in upon him and him and his family.; Putting us inside the heads of both parents, we begin to feel 
the pain of making decisions that will affect their children forever.; This zealous cultural protection is fascinating.; As the filmmaker tells of how
he received notice of the families and politely asked if he could
document their choices, you ask yourself if he knew the way the chips
were going to fall.","The single biggest disappointment of the film 
is that we never learn exactly what comprises deaf culture, but we do 
discover that large numbers of deaf people are extremely protective of 
it.; Is it because he feels that the device implanted in the ear
with a correlative contraption hanging outside will make her
look freakish?; The operation simply cannot wait that long.; Is it because he fears that the operation will
be unsuccessful and could somehow damange Heather even
further?; For some background on the subject, a cochlear implant is, in
simplistic terminology, a cure for deafness."
51398.0,Crackers,1999.0,"Swann seems to have had lots of fun in creating this loose,
extraordinary comedy.; There's also Bruno's bully son, Angus (Christopher
Chapman), plus a dog, Joey's grandfather, grandmother, great aunt, and a
rooster.; -----------------------------------
Review © copyright Luke Buckmaster Email bucky@alphalink.com.au to subscribe to my newsletter (unless, of
course, you already have) or lukebuckmaster@hotmail.com.au for any
inquiries or feedback Read more of my reviews at Movie Zone: http://moviezone.alphalink.com.au The review above was posted to the
rec.arts.movies.reviews newsgroup (de.rec.film.kritiken for German reviews).; Enjoyable at many occasions but far too loose and inconsistent, Crackers
may be able to wrestle with the big guys, but it's likely to be pinned
down for its obvious flaws, and no doubt will be beaten by more
satisfying ventures.; Please direct comments/criticisms of the review to relevant newsgroups.","When he is not on the screen, Crackers
searches desperately for other gags to use, and ends up resorting to
ridiculous situations including barbecuing a dog and creating an offbeat
affair between two family members.; These characters are fairly
enjoyable to watch, but not enough development is given to any one of
them.; The screenplay is confused and flirts between genre to genre,
consequently being funny without being entirely a comedy, and dramatic
without being entirely a drama.; No doubt last years The
Castle gave inspiration to this Aussie backyard adventure, and whilst it
is nice to see another Australian comedy wrestling with the big guys,
Crackers fails to have the low brow, witty sense of humor that its
predecessor was loved for.; Whether or not that is good or bad is
not entirely relevant, because director David Swann has made sure that,
although sometimes at sparse occasions, there is a laugh included for
most audiences."
51437.0,Rat Race,1988.0,"It was the simple, unaffected laughter of delight in
simple, easy pleasure.; The man is brilliant as a serious actor; I've enjoyed him
thoroughly, without pause, in films like Boyz N The Hood and Men Of
Honor.; What looks like a disjointed,
multi-storyline wackofest is actually a beautifully shot, action-packed
comedy with a little something for everyone.; We recollected all our favorite moments, which were legion, and
laughed afresh.; There's slapstick, situational humor,
subtle physicality, tumbling disaster, Darwin-award behavior, good natured
humor, mistaken identity, peril, insanity, over-the-top, observational
humor, corn-pone chuckles, surreal visual gags, and even an homage to a
classic Lucy episode - whatever you like, they got it!","The biggest problem with RAT RACE for me was that it just plain wasn't
funny; not funny enough, anyway, to mask some huge logic holes (I'd say
""plot holes"", normally, but there was no real plot.; RAT RACE (rating: yellowlight.gif):
Not even a funny invocation of Godwin's Law, could save this drowning
mouse.; Save me the effort of another ""This Moment In
Black Buffoonery"" created just for him.; Indeed, I'd rather see a
funny actor of whatever race being allowed to be funny, over them being
made the Hero just to avoid the tricky subjects of race, class, and
culture (which, really, doesn't avoid them at all.; Scared because in watching it, I
just might realize that it's just as dumb as RAT RACE was."
51719.0,Black Angel,1997.0,"The film also presented an excellent character study of the Dan Duryea
character, making him into a complicated black angel figure.; His alibi is that his good
friend Joe locked him in his shabby room after the alcoholic got drunk,
something he always does to prevent Marty from getting into further trouble.; Marion Martin (Millie), Mary Fields (Maid); Runtime: 80; Universal; 1946) Black Angel is a film noir armed with the following: a brilliant script by Roy
Chanslor that is taken from a Cornell Woolrich novel, an engaging performance
turned in by Dan Duryea who is in a rare role as someone sympathetic, and it is
directed flawlessly with craft-like skills by Roy William Neill.; The low-budget film had a stunning simplicity to it that evoked all kinds of
feelings for the players involved in this imaginative story and dramatic
tragedy.; When after all their undercover work Marko turns out to be
innocent, Marty feels that Kirk must be guilty.","The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion.; The self-pitying musical composer and piano player husband, Marty Blair
(Duryea), of obnoxious but sexy nightclub singer Mavis Marlowe (Dowling), tries
to get her to remember their wedding anniversary by sending her the jeweled,
heart-shaped brooch he gave her when they were married but she left behind when
she split from him."
51775.0,High Noon,2000.0,"Thomas Mitchell is excellent as hypocritical leader of the
town.; That happened mostly thanks to the great script by Carl
Foreman (whose later works would include a masterpiece like
THE BRIDGE ON THE RIVER KWAI).; Harvey, Kane's
young and ambitious deputy, only complicated story that was
perfect in its simplicity.; This
film is often regarded as one of the best and most
influential films of all time.; Kane in this scene shows a great amount of fear, and we find our
hero is full of doubt.","The other one is the title song, written by
Dimitri Tiomkin and sung by Tex Ritter, which is nice by
itself; unfortunately, it is overplayed during the whole
course of picture and gets really tedious.; The role played by Lloyd Bridges, although well played,
should have been left out of the picture.; If they
co-operated, they had to name names and they knew that even
the most innocent innuendo about someone's leftist leanings
could brand such person a Communist and practically end his
career in Hollywood.; Her character somehow manages to
be the former girlfriend of Cooper, Bridges and
Ian MacDonald, who plays the lead bad guy.; All of this for an undeserving, ungrateful
town."
51942.0,I Married a Strange Person!,1998.0,"The man in question is cult animator Bill Plympton, and his latest
and most ambitious project to date is a full-length animated feature with
the provocative title ""I Married a Strange Person!""; The
director crams so much into the film's comparatively brief running time
that it's actually a little bit exhausting at times; however, among the
bang bang bangs and the blam blam blams, Plympton's impeccable sense of
comic timing shines through.; is an eye-opening change of pace for
anyone brought up on Road Runner cartoons.; It's a memorable
journey through the tormented, talented mind of Bill Plympton.; As the film opens, a pair of coupling birds (there's a lot of
coupling in this film, often by inanimate objects) spiral out of control
and crash land onto a satellite dish, sending a bolt of energy into the
nape of our angular hero.","If you're a connoisseur of ultra sex and ultra violence, ""I Married
a Strange Person!""; isn't rated but its graphic visual
style is definitely not for kids.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
51955.0,Hav Plenty,1999.0,"It isn't the most adept feature I've seen recently, 
but it is energetic, earnest, and (at least at times) endearing.; Cherot's direction is more assured than his acting, and he
gets generally strong performances from his cast.; Narrated by Christopher Scott Cherot (who also
wrote, directed, edited and stars in this little gem), ""Hav
Plenty"" is a movie within a movie, a Pirandellian report of a
series of events that occurred in the life of its director during
the course of a year.; HAV PLENTY opens with a caption assuring us that this is a true 
story.; HAV PLENTY ends with Lee finding
success as the ""true story"" of his relationship with Havilland becomes his
first film.","HAV PLENTY isn't
so much a bad film as it is a total waste of the audience's time.; Hav tells the camera, but the problem is that it's not
outrageous at all or even the least bit interesting.; A messy puppy may be cute, but all grown up he's just a
mess.; This movie begins  like an amateurish 8mm home movie , but soon at least
the quality of the film  stock  improves.; - that the actors are
content to read the screenplay rather than invest much energy in trying
to act it."
52226.0,See Jane Run,2000.0,"Starring Clea 
DuVall (GIRL, INTERRUPTED and BUT I'M A CHEERLEADER) as Jane, an unhappy 
L.A. waitress with a couple of quirky roommates, the movie plays like a 
series of impromptu comedy sketches.; Jane's downfall as a criminal is her inability to identify the right 
loot.; Web: http://www.InternetReviews.com
Email: Steve.Rhodes@InternetReviews.com Want free reviews and weekly movie and video recommendations via Email?; ""Crime -- the hours are good, you get to travel 
and you meet nice people all of the time,"" she decides gleefully.; Please direct comments/criticisms of the review to relevant newsgroups.","Marvin practices his 
bad screenwriting, and Gina overacts with a vengeance.; Helping her are her roommates, Marvin (Richmond Arquette), a writer with 
a permanent writer's block, and Gina (Jennifer Aspen), a perky actress 
with 654 auditions under her belt and zero parts.; What does one do with tins of Spam or pet toys for a non-existent 
dog?; It is not rated but might be PG-13 for language 
and mature subject matter.; Director Sarah Thorp's only inabilities stem from inexperience."
52395.0,Fear,1993.0,"The romantic obsession part works marginally well, but the film's
commentary on teenagers and their relationships with their parents is
insightful and worth hearing.; On the good side, I must be honest
that the movie does feature a genuinely erotic roller coaster ride.; A surprisingly
engaging ending also keeps the film from collapsing on itself.; You're my only friend.""; The latest member of this not-too-exclusive club is James Foley's FEAR, 
a kinetic, visually dazzling thriller that's actually a notch above many 
of its predecessors -- albeit only a small notch.","The huge downfall in the picture, is
that the writers run out of ideas, so they transform the last thirty
minutes of the film into a bad, tasteless, and frightening horror
flick.; Completing the terrible triumvirate is Alyssa Milano, wildly overacting
as Nichole's slut girlfriend (a.k.a.; This exchange establishes early on two 
vital components of the movie -- horrendous dialogue and bad 
acting.; Who better to contribute to the bad acting than B-movie 
queen Alyssa Milano?; The film is correctly rated R for gory and
frightening violence, animal mutilation, crack smoking, some bad
language, a little sex, but no nudity."
52471.0,American Dreamer,2000.0,"The show gets really
loony at this point, but Williams plays the role with great panache and
with her good sense of comedic timing pulls it off brilliantly.; If you
like romantic fairy tales and light hearted comedies, then you may find
this is the simple sort of fable perfect for a rainy day.; I recommend this little
picture to you and give it ***.; Rebecca is a brilliant
international spy who is fluent in five languages and is a martial arts
master.; I love
watching Williams.","It is rated PG
for reasons of which I am not quite sure.; Cathy Palmer (JoBeth Williams) is a housewife and would be writer.; There is no sex, nudity,
violence or bad language.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion.; It would be fine for any kid old enough to
be interested in a comedy featuring adults."
52508.0,I'll Be Home for Christmas,1995.0,"While no ""It's a 
Wonderful Life,"" this jolly little slice of fruitcake plays like a 
surprise gift from the folks that you don't necessarily want to return 
on December 26th.; Jake meets a 
clueless thief (Andrew Lauer, the guy on skates from ""Caroline in the 
City"") and a heartsick cop (Sean O'Bryan), leading up to a cute scene 
that is both sentimental and funny.; And Jessica Biel, who starred in last year's ""Ulee's Gold,"" is perfect 
as his girfriend, and perhaps the standout in the cast.; The adventures that ensue in the forest setting, ranging from some wild
river rafting to an encounter with circus monkeys, are sure to keep the
children enthralled (the kids at the screening I attended were noticeably
silent) and amuse the adults.; My son Jeffrey, age 9, thought the film was ""really good"" and gave it
*** ½.","The mildly-embarrassed Eddie grabs something to cover his genitals, Allie 
shows no reaction whatsoever, and I scratched my head, wondering why a 
scene as illogical, poorly-staged and unfunny as this one was left in the 
film.; As lame and predictable as the story is, the key problem is
Taylor Thomas himself.; Bemoaning ""I'll Be Home for Christmas""' lack of originality is pretty 
much a waste of time and effort, since you're aware going in that this 
isn't the type of film to break new ground as far as narrative or 
characters are concerned.; Vapid, sloppily made and utterly without merit, ""I'll Be Home For
Christmas"" qualifies as ho-ho-horrible.; There are elements that don't work in the film, however, starting with 
the character of Eddie, who was very annoying and basically a 
one-dimensional creep."
